# time	signal	sigma
-3.825999891793330221e-06	7.720953971253379173e-05	1.850683386955471674e-03
-3.823999891849894084e-06	7.941961531609997220e-05	1.848078662438828361e-03
-3.821999891906457947e-06	8.060345873721263209e-05	1.847200784744487938e-03
-3.819999891963021810e-06	8.541855869326038454e-05	1.845837635174996279e-03
-3.817999892019585673e-06	8.987437673374574880e-05	1.844248045396531090e-03
-3.815999892076149536e-06	9.426821386342666893e-05	1.842883996015893915e-03
-3.813999892132713398e-06	9.804642926885615483e-05	1.839990576152478272e-03
-3.811999892189277261e-06	9.841929128955903647e-05	1.837793671161718108e-03
-3.809999892245841124e-06	9.901866381960527496e-05	1.837217333674064004e-03
-3.807999892302404987e-06	9.743126591277927293e-05	1.835762754557642828e-03
-3.805999892358968850e-06	9.594645312795095225e-05	1.833353946317154435e-03
-3.803999892415532713e-06	9.435891818121341359e-05	1.829802853985290417e-03
-3.801999892472096576e-06	9.083440846399971620e-05	1.828656858372094875e-03
-3.799999892528660439e-06	8.774987003934422926e-05	1.828531638753072130e-03
-3.797999892585224302e-06	8.665395718337670704e-05	1.826789566219513220e-03
-3.795999892641788165e-06	8.697837024995209608e-05	1.825118988787688152e-03
-3.793999892698352028e-06	8.746092397102461606e-05	1.822904704200444892e-03
-3.791999892754915891e-06	9.001039339010482080e-05	1.823709223833717584e-03
-3.789999892811479754e-06	9.298972799289719339e-05	1.825995620394385132e-03
-3.787999892868043617e-06	9.444261437031582600e-05	1.827534454731567087e-03
-3.785999892924607479e-06	9.731506391077619300e-05	1.830266170306111976e-03
-3.783999892981171342e-06	9.863338660074134488e-05	1.832724973036708917e-03
-3.781999893037735205e-06	1.022309300984405558e-04	1.836116866217181150e-03
-3.779999893094299068e-06	1.034267446307607607e-04	1.836543263798975228e-03
-3.777999893150862931e-06	1.059471071303260884e-04	1.836093277321375729e-03
-3.775999893207426794e-06	1.089982638934512964e-04	1.833906161781017783e-03
-3.773999893263990657e-06	1.116333332525708228e-04	1.831194934319002338e-03
-3.771999893320554520e-06	1.118285979376012747e-04	1.830324279976568332e-03
-3.769999893377118383e-06	1.102204219531920305e-04	1.827944771592322337e-03
-3.767999893433682246e-06	1.083067468769122210e-04	1.824655419810637105e-03
-3.765999893490246109e-06	1.015681078683200168e-04	1.822132424628014570e-03
-3.763999893546809972e-06	9.543303775456330276e-05	1.817508153811593684e-03
-3.761999893603373835e-06	8.781463794790481244e-05	1.815515681899923213e-03
-3.759999893659937698e-06	8.238581426249443106e-05	1.814687133778106589e-03
-3.757999893716501560e-06	7.706772198112657544e-05	1.815194020249446009e-03
-3.755999893773065423e-06	7.188411955568100686e-05	1.813001676263307138e-03
-3.753999893829629286e-06	7.144798425897511325e-05	1.823225528986812186e-03
-3.751999893886193149e-06	6.420243523154217820e-05	1.823119891672281365e-03
-3.749999893942757012e-06	5.715828070799783191e-05	1.821358661038719557e-03
-3.747999893999320875e-06	5.167906578712724223e-05	1.819499596338647112e-03
-3.745999894055884738e-06	4.549238448642113956e-05	1.816860821277414568e-03
-3.743999894112448601e-06	4.131392414642067325e-05	1.813706304774919276e-03
-3.741999894169012464e-06	4.007964019149223259e-05	1.813997298303173748e-03
-3.739999894225576327e-06	4.009856323461977266e-05	1.815242335841427915e-03
-3.737999894282140190e-06	4.246024896412811862e-05	1.816929327893751544e-03
-3.735999894338704053e-06	4.661004361960447242e-05	1.817361188844729110e-03
-3.733999894395267916e-06	5.433552603134839077e-05	1.817897907494255916e-03
-3.731999894451831778e-06	5.961355774745667247e-05	1.816847347903664985e-03
-3.729999894508395641e-06	6.497022260766710500e-05	1.816470065362695658e-03
-3.727999894564959504e-06	7.160746817016578258e-05	1.813511305757219095e-03
-3.725999894621523367e-06	7.675255078116164547e-05	1.809171425596532235e-03
-3.723999894678087230e-06	8.233987122453962672e-05	1.804341185172465356e-03
-3.721999894734651093e-06	8.486588497223746756e-05	1.800033110169073011e-03
-3.719999894791214956e-06	8.573336671184340072e-05	1.796714979370297137e-03
-3.717999894847778819e-06	8.628046516130012428e-05	1.794436750219507342e-03
-3.715999894904342682e-06	8.604865891564828103e-05	1.791345792401049467e-03
-3.713999894960906545e-06	8.409864132661681955e-05	1.789588801616265063e-03
-3.711999895017470408e-06	8.413644097825264778e-05	1.789796571709580683e-03
-3.709999895074034271e-06	8.214319954136573335e-05	1.789847888477054524e-03
-3.707999895130598134e-06	7.989637134973981273e-05	1.789693828807196888e-03
-3.705999895187161997e-06	7.651653568117809646e-05	1.790490831648563650e-03
-3.703999895243725859e-06	7.424144395592856141e-05	1.788786563689623950e-03
-3.701999895300289722e-06	7.185589973370670996e-05	1.787796762648526713e-03
-3.699999895356853585e-06	6.851328320590170900e-05	1.788272155054171147e-03
-3.697999895413417448e-06	6.544044780364100759e-05	1.791052239784546394e-03
-3.695999895469981311e-06	6.308395726965375545e-05	1.793192614041931544e-03
-3.693999895526545174e-06	6.382589914950942520e-05	1.796141486260488702e-03
-3.691999895583109037e-06	6.318156805603427619e-05	1.798333166159347182e-03
-3.689999895639672900e-06	6.423228558722672305e-05	1.802506259787445188e-03
-3.687999895696236763e-06	6.607042071246030813e-05	1.805496270318364665e-03
-3.685999895752800626e-06	6.851674001017492928e-05	1.806229728502934317e-03
-3.683999895809364489e-06	7.412186738445795042e-05	1.807267226323609798e-03
-3.681999895865928352e-06	7.937724034526462804e-05	1.810283901481699606e-03
-3.679999895922492215e-06	8.226318051726710413e-05	1.811889387637900632e-03
-3.677999895979056078e-06	8.303455621411708716e-05	1.813194417284342674e-03
-3.675999896035619940e-06	8.117194368572599734e-05	1.813915572427081358e-03
-3.673999896092183803e-06	7.767973880607852979e-05	1.813479937291043826e-03
-3.671999896148747666e-06	7.436072275219908555e-05	1.813540754177039166e-03
-3.669999896205311529e-06	7.227998686373557726e-05	1.812468703239681570e-03
-3.667999896261875392e-06	6.830887668110216786e-05	1.811306954032428302e-03
-3.665999896318439255e-06	6.379274168656818862e-05	1.810696898961450078e-03
-3.663999896375003118e-06	6.025039596489097636e-05	1.810891441336191354e-03
-3.661999896431566981e-06	5.593923910379041786e-05	1.811067179384949141e-03
-3.659999896488130844e-06	5.373222078375983852e-05	1.810601146831881947e-03
-3.657999896544694707e-06	5.172801481342497202e-05	1.811387680934140043e-03
-3.655999896601258570e-06	4.866780967905873093e-05	1.813299463829707485e-03
-3.653999896657822433e-06	4.575889954993049352e-05	1.815850755586260155e-03
